textID,text,selected_text,sentiment
b38290dfd8," You did know, you just couldn`t remember!!",just couldn`t remember!!,negative
2c7965a544,_bishop  sez need to get u to look at my flights again  will email ur work tonite,_bishop  sez need to get u to look at my flights again  will email ur work tonite,neutral
1a46538172," if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",I wish I had the battery life of an iPhone!,positive
a732d0a8eb,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,happy,positive
b2e551b292,Omg. Its 1:47 am and Kim Possible is on Disney Channel right now. I am glued to the screen,Omg.,positive
40ecb95c7e, at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,better,positive
8a2a4790e0,Work in that heat is horrible !,Work in that heat is horrible !,negative
5a7c51d790, someone came in when I was sleeping off my national passtime and turned me human,d turned me human,positive
e5909bf38b, I see you didn`t shave your head. But I *LOVE* the cut.  I`m glad you didn`t shave it. Your hair`s too pretty!,m glad,positive
fddcbe9285,"_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ","_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ",neutral
7c7a445b8d," I am twittering, LIKE A BOSS. Thanks Savvv",Thanks Savvv,positive
fe6301dd3a, my sleep pattern is screwed i need to try and stay up 2 midnight so i can get some decent sleep coz i havent slept,my sleep pattern is screwed,positive
fd98097a71, Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,isn`t easy to find,negative
a7b4ba7093,may the fourth be with you! happy star wars day,may the fourth be with you! happy star wars day,positive
6d2170e60f," I`ve been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",".just not lucky, never have been.",negative
33acc93d94,Taking care of yucky stuff.,Taking care of yucky stuff.,negative
5eb0846f97,homework on a friday night...lame,lame,negative
36cf9fdd08,Always thinking about to look for a good place to appericiate everyone who supports me on every site I joined,good,positive
1af165ffbe,industrial tommorow! oh yeah & I get to go see a bunch of old people go away forever & I will probably cry all over the place.,cry,negative
c9aadfab6b,"can`t believe I just drove all the way back to school...whatever HAPPY MOTHER`S DAY: Mommy, Precious, Candis and Granny",HAPPY,positive
de1f8970e0,at the redi med. getting checked for strep throat.,at the redi med. getting checked for strep throat.,neutral
07d9362105,I`m either always on the train or at work,I`m either always on the train or at work,neutral
093021fd94,i hope it doesnt rain tonight tomorrow my fam. comes to visit swimming pool and carne asada  if it rains the pool is going to be dirty,i hope,positive
181de1d263,"Laughing for no reason...maybe its because its 2:27 and I`m tired, haha. Maybe i should go to bed  Night!","I`m tired,",negative
6e047da71b, That`s me on a good day,That`s me on a good day,positive
d86b813a34,_Greta That is so not good.  Your box is worth way more than that!,not good.,negative
b7797a8477, I created my account just to get a chance to chat with you (: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,positive
e387419315,Think I`ll go enjoy the sun`s rays again...I LOVE being off work,I LOVE being off work,positive
4287a0fce7," hahaha, I was busy, now I see what I replied to you! Yes that is true","hahaha, I was busy, now I see what I replied to you!",positive
c3d345d7b6, thank you cici  right back at ya!,thank you,positive
9810abc707, very bad.,very bad.,negative
0eeaff566e, he`s not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,he`s not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,neutral
79f0f587fd,Very content with my life at the moment,Very content with my life at the moment,neutral
19aca1cc70," thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing.","thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing.",neutral
09ed11dfa4, Thank you  x,Thank you,positive
bfe82383f6, I think we have it pretty much figured out.  added a box in the Helsinki group where you can see the tweets,pretty much figured out.,positive
8ddbe8e99b,I must have just missed   & I guess I scared  & _TX off...  Sorry,I scared,negative
40dca4d03d," esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few","esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few",neutral
ced528f7dc, http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,positive
082b93228a,Last night in Australia,Last night in Australia,neutral
59aa18c798,i was an extra. got ready for work for nothing. studying all night,i was an extra. got ready for work for nothing. studying all night,neutral
15b87a49f3,_uts bass love,love,positive
3d6165b5f7,omg J.O.N.A.S. is my new fave show <3 one guess as to why hahahha,fave,positive
ee0d5790a6,it`s Mothers Day today,it`s Mothers Day today,neutral
0ba81cca59, Yeah it is. Thanks,Thanks,positive
78957c7648,_i_am_jes YAY! congrats! i`m afraid to check my grades!,_i_am_jes YAY! congrats! i`m afraid to check my grades!,neutral
2573cc2604,I feel really bad for female racoons with abusive racoon husbands... when you always have black eyes- no one can help,bad,negative
107ea66e13,Same Difference Today  going to go and have a shower then get ready!,Same Difference Today  going to go and have a shower then get ready!,neutral
6c2e853e4c,??????? #bash ?? ??????? ????????? ????,#bash,neutral
9955130b68,"Its prob cuz I don`t really like sleeping in late, even if I tried.","Its prob cuz I don`t really like sleeping in late, even if I tried.",negative
6d6391cb8e, Congrats on the knottie man!,Congrats,positive
3e49b93467," Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",t I`m still stick.,negative
7c50208f64," i guess your cooler than me, tony hawk never replied to me","i guess your cooler than me, tony hawk never replied to me",neutral
7d911875ad,Wishing I could kidnap  from work,Wishing I could kidnap  from work,neutral
3d1318d372, there coming this year ^-^  wiL said it himself  but yes now would be good.,ut yes now would be good,positive
c57301fb4d,I ran out of Eclipse mints,I ran out of Eclipse mints,neutral
b4f9541a41, tweeten maar,tweeten maar,neutral
f83955956a,"i`m watching missing pieces, just coz the theme song is lost without you",lost,negative
9a03198e38," need some more enthu movie guys for that. Right now it`s just you,  and @_Anshul","need some more enthu movie guys for that. Right now it`s just you,  and @_Anshul",neutral
ecf25bb855, **** i hope theyr all wrong we need him,****,negative
9f146eb43b,No... have to go on cruches next 2 weeks,No... have to go on cruches next 2 weeks,neutral
e302ba395c,My throat is killing me,My throat is killing me,negative
bab6ffe982, im back on twitter.,im back on twitter.,neutral
c95f98a2b8,looked up weather for greece this weekend....80 and sunny OMGZ,looked up weather for greece this weekend....80 and sunny OMGZ,neutral
6e638ba726, awww  I`ll let you off - but you`d better be there for my next 30th! XD,awww  I`ll let you off - but you`d better be there for my next 30th! XD,positive
d45ad63346, YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I`ll come prepared!,YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I`ll come prepared!,neutral
317b13bd9d," ah! well, I`ll see if I can find u later in the week.  I am tempted to look at Leica`s this week. LOL. We could go check it out.","ah! well, I`ll see if I can find u later in the week.  I am tempted to look at Leica`s this week. LOL. We could go check it out.",neutral
35c1084565, babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone,babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone,neutral
b57188597f,  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that dog,hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that,neutral
4f5340eafa,"_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",bloody,negative
10ed94f7b0,_s make me tea pleaseeeeeeeeeee,make me tea pleaseeeeeeeeeee,neutral
1067c256cc, classes. n bout to make sum breakfast..,classes. n bout to make sum breakfast..,neutral
b8d2a9667c, oh dear.. u serious? so how does one prevent bites??  I`m so itchy its distracting while editing.. *sigh*,o itchy,negative
da9e7cabbc,Sports car + curb = flat tire.,Sports car + curb = flat tire.,neutral
845889ea57,i think i just good stood up...,good,positive
d632d916e1,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc","Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjd",neutral
3d4f44b382,hook up with Rian van Staden on Twitter. He is a (much) better cook and may have some more concrete suggestions,(much) better cook,positive
7048b3a9c0," Nako! Umuulan pa naman!  Anyway, enjoy the bike rides!",", enjoy",positive
b66503f26a,has just discovered a great site!,great,positive
c6787281f9, Oohh Yaay like it !  ?    Love ya,Yaay like it !  ?    Love,positive
8dee9a95f0,DotA is an addiction...i waste 6-7 hours playing dota,waste,negative
d9c836bb8b, Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!,Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!,neutral
6b2c6b3095, How long before the Frisbee Golfer 'accidentally' catches one in the back of the head from his friend,'accidentally',negative
caf738c7d5,_Lhoste Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets!,Thanks you so much,positive
7c26a466b6,hi guys just doing da usael notmuch really! <3 sad me,sad me,negative
1adaa3519d,"Happy Mother`s Day to all the mommies out there, be you woman or man as long as you`re `momma` to someone this is your day!",Happy Mother`s Day,positive
598c09a87d,"Not smoking sucks sucks **** SUCKS, I want a cig","SUCKS,",negative
5b34c6a158," no, i do better with people i don`t know   you`re going to chiodos tonight, right? just kill something for me.","no, i do better with people i don`t know   you`re going to chiodos tonight, right? just kill something for me",neutral
20951ebfde, While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!,While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it,neutral
3793966498, Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,Please feel free to watch and enjoy,positive
8151b953ca, That was nice. I Just ordered my mom her gift from me and my sister.   Something different and unexpected.,nice.,positive
